Datazone 2011,All households,Unshared dwelling: Total,Unshared dwelling: Whole house or bungalow,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In a commercial building",Unshared dwelling: Caravan or other mobile or temporary structure,Shared dwelling
S01012172,360,360,173,4,25,144,187,185,2,0,0,0
S01012173,289,289,279,68,202,9,10,10,0,0,0,0
S01012174,301,301,280,165,67,48,21,19,2,0,0,0
S01012175,385,385,274,48,131,95,111,108,3,0,0,0
S01012176,367,367,262,53,154,55,105,105,0,0,0,0
S01012177,242,242,209,37,128,44,33,31,2,0,0,0
S01012178,212,212,207,36,135,36,4,4,0,0,1,0
S01012179,301,301,140,44,83,13,161,149,11,1,0,0
S01012180,273,273,156,33,87,36,117,113,4,0,0,0
S01012181,384,384,149,29,89,31,235,225,8,2,0,0
S01012182,431,431,248,79,85,84,183,179,3,1,0,0
S01012183,408,408,56,9,25,22,352,350,0,2,0,0
S01012184,280,280,35,2,7,26,245,240,4,1,0,0
S01012185,506,506,29,5,15,9,477,453,8,16,0,0
S01012186,344,344,192,6,67,119,152,145,4,3,0,0
S01012187,382,380,103,3,68,32,277,270,6,1,0,2
S01012188,252,252,203,29,170,4,49,49,0,0,0,0
S01012189,245,245,194,32,117,45,51,51,0,0,0,0
S01012190,210,210,207,67,76,64,3,3,0,0,0,0
S01012191,322,322,294,176,84,34,28,28,0,0,0,0
S01012192,187,187,183,85,90,8,4,4,0,0,0,0
S01012193,175,175,172,139,28,5,3,3,0,0,0,0
S01012194,179,179,176,117,42,17,3,3,0,0,0,0
S01012195,423,423,415,98,115,202,8,8,0,0,0,0
S01012196,211,211,174,95,32,47,37,36,0,1,0,0
S01012197,311,311,273,14,22,237,38,36,0,2,0,0
S01012198,403,403,293,70,75,148,110,110,0,0,0,0
S01012199,309,309,293,12,43,238,16,16,0,0,0,0
S01012200,278,278,265,10,45,210,13,13,0,0,0,0
S01012201,318,318,286,14,50,222,32,32,0,0,0,0
S01012202,239,239,226,55,66,105,13,13,0,0,0,0
S01012203,316,316,310,165,115,30,6,4,2,0,0,0
S01012204,270,270,266,154,98,14,4,4,0,0,0,0
S01012205,273,273,245,92,99,54,28,28,0,0,0,0
S01012206,317,317,294,38,116,140,23,23,0,0,0,0
S01012207,401,401,370,19,35,316,31,30,1,0,0,0
S01012208,457,457,362,22,70,270,95,94,1,0,0,0
S01012209,318,318,232,10,31,191,86,86,0,0,0,0
S01012210,385,385,257,8,34,215,128,125,3,0,0,0
S01012211,408,408,305,72,127,106,103,102,1,0,0,0
S01012212,304,304,294,106,176,12,10,10,0,0,0,0
S01012213,336,336,330,93,178,59,6,5,0,1,0,0
S01012214,282,282,276,81,172,23,6,6,0,0,0,0
S01012215,329,329,318,99,177,42,11,10,1,0,0,0
S01012216,282,282,256,134,115,7,26,18,8,0,0,0
S01012217,267,267,86,3,16,67,181,181,0,0,0,0
S01012218,228,228,83,3,19,61,145,145,0,0,0,0
S01012219,415,415,284,9,66,209,131,126,4,1,0,0
S01012220,367,367,90,7,16,67,277,275,2,0,0,0
S01012221,332,332,159,12,51,96,173,170,1,2,0,0
S01012222,402,402,249,7,64,178,153,151,2,0,0,0
S01012223,360,360,252,9,78,165,108,106,2,0,0,0
S01012224,333,333,220,21,44,155,113,106,7,0,0,0
S01012225,459,459,268,26,52,190,191,188,2,1,0,0
S01012226,287,287,240,4,14,222,47,47,0,0,0,0
S01012227,260,260,218,8,15,195,42,41,0,1,0,0
S01012228,252,252,237,10,20,207,14,14,0,0,1,0
S01012229,323,323,294,98,112,84,29,28,1,0,0,0
S01012230,392,392,368,196,147,25,24,24,0,0,0,0
S01012231,289,289,285,202,78,5,4,3,1,0,0,0
S01012232,318,318,312,172,112,28,6,6,0,0,0,0
S01012233,341,341,326,205,118,3,15,14,1,0,0,0
S01012234,393,393,328,248,71,9,65,65,0,0,0,0
S01012235,192,192,185,169,14,2,7,5,2,0,0,0
S01012236,278,278,226,61,66,99,52,47,5,0,0,0
S01012237,319,319,275,154,113,8,44,31,10,3,0,0
S01012238,309,309,162,28,44,90,147,136,9,2,0,0
S01012239,274,274,96,29,41,26,178,166,3,9,0,0
S01012240,391,391,240,87,76,77,151,139,10,2,0,0
S01012241,232,232,178,137,38,3,54,51,3,0,0,0
S01012242,307,307,287,205,52,30,20,18,2,0,0,0
S01012243,244,244,235,102,85,48,9,5,4,0,0,0
S01012244,347,347,337,252,55,30,9,3,6,0,1,0
S01012245,335,335,266,157,55,54,69,59,6,4,0,0
S01012246,301,298,286,184,40,62,12,8,2,2,0,3
S01012247,303,303,282,185,57,40,20,18,1,1,1,0
S01012248,332,332,312,210,83,19,20,8,10,2,0,0
S01012249,365,365,348,217,74,57,17,11,6,0,0,0
S01012250,301,301,290,202,64,24,10,7,3,0,1,0
S01012251,457,457,224,33,127,64,233,228,5,0,0,0
S01012252,333,333,160,72,77,11,173,170,3,0,0,0
S01012253,508,508,222,56,97,69,286,213,42,31,0,0
S01012254,399,399,211,33,128,50,188,165,20,3,0,0
S01012255,475,473,207,93,57,57,266,226,26,14,0,2
S01012256,327,327,323,185,58,80,4,4,0,0,0,0
S01012257,412,412,343,111,69,163,68,65,2,1,1,0
S01012258,297,297,282,214,52,16,15,10,5,0,0,0
S01012259,277,277,241,143,47,51,36,10,26,0,0,0
S01012260,368,368,343,112,132,99,25,20,5,0,0,0
S01012261,322,322,302,212,56,34,20,17,3,0,0,0
S01012262,343,343,324,216,70,38,19,5,12,2,0,0
S01012263,366,366,168,40,71,57,198,181,16,1,0,0
S01012264,222,222,130,93,19,18,92,88,4,0,0,0
S01012265,340,340,250,18,79,153,90,86,3,1,0,0
S01012266,536,536,316,177,84,55,220,199,19,2,0,0
S01012267,318,318,214,150,33,31,103,72,20,11,1,0
S01012268,265,265,260,160,56,44,5,2,2,1,0,0
S01012269,461,461,365,161,132,72,96,72,20,4,0,0
S01012270,348,348,287,31,139,117,61,51,4,6,0,0
S01012271,421,421,409,236,110,63,10,5,5,0,2,0
S01012272,305,305,245,115,99,31,59,42,15,2,1,0
S01012273,297,297,288,192,63,33,9,6,3,0,0,0
S01012274,432,432,267,125,81,61,165,142,23,0,0,0
S01012275,450,450,99,19,26,54,351,279,34,38,0,0
S01012276,463,463,264,104,69,91,199,172,25,2,0,0
S01012277,482,482,260,62,91,107,222,199,22,1,0,0
S01012278,401,401,106,40,28,38,295,230,41,24,0,0
S01012279,407,407,142,21,69,52,265,246,19,0,0,0
S01012280,409,409,268,18,153,97,141,136,2,3,0,0
S01012281,371,371,157,7,77,73,214,187,25,2,0,0
S01012282,466,466,300,156,115,29,165,155,10,0,1,0
S01012283,369,369,251,148,81,22,118,96,22,0,0,0
S01012284,436,436,115,29,41,45,321,295,20,6,0,0
S01012285,266,266,202,61,100,41,64,56,7,1,0,0
S01012286,493,493,347,60,58,229,146,143,2,1,0,0
S01012287,479,479,178,20,55,103,301,297,3,1,0,0
S01012288,377,377,184,25,57,102,193,189,3,1,0,0
S01012289,411,411,378,251,92,35,33,13,18,2,0,0
S01012290,292,292,209,61,107,41,83,73,5,5,0,0
S01012291,421,421,273,111,136,26,148,110,36,2,0,0
S01012292,341,341,247,128,86,33,93,41,37,15,1,0
S01012293,212,212,177,99,63,15,35,35,0,0,0,0
S01012294,371,371,322,17,79,226,49,49,0,0,0,0
S01012295,280,280,224,131,46,47,56,56,0,0,0,0
S01012296,330,330,316,178,83,55,14,2,5,7,0,0
S01012297,253,253,248,187,44,17,4,3,0,1,1,0
S01012298,374,374,338,163,91,84,36,26,4,6,0,0
S01012299,257,257,247,169,50,28,9,7,2,0,1,0
S01012300,294,294,253,82,104,67,39,37,1,1,2,0
S01012301,407,407,399,183,116,100,8,6,2,0,0,0
S01012302,240,240,223,138,50,35,17,12,5,0,0,0
S01012303,378,378,372,219,98,55,3,3,0,0,3,0
S01012304,424,424,407,185,135,87,17,14,1,2,0,0
S01012305,333,333,260,131,99,30,73,56,8,9,0,0
S01012306,308,308,177,37,62,78,131,119,5,7,0,0
S01012307,323,323,209,54,70,85,114,105,8,1,0,0
S01012308,334,334,327,64,242,21,7,3,3,1,0,0
S01012309,245,245,226,89,70,67,19,8,10,1,0,0
S01012310,427,427,396,205,112,79,30,23,3,4,1,0
S01012311,263,263,248,139,71,38,15,14,1,0,0,0
S01012312,439,439,406,217,116,73,32,23,8,1,1,0
S01012313,345,345,318,138,140,40,10,6,3,1,17,0
S01012314,365,365,354,49,188,117,11,11,0,0,0,0
S01012315,400,400,213,79,49,85,186,145,29,12,1,0
S01012316,315,315,192,38,58,96,122,118,3,1,1,0
S01012317,209,209,180,136,34,10,29,21,7,1,0,0
S01012318,329,329,321,35,88,198,8,4,3,1,0,0
S01012319,343,343,330,178,90,62,13,6,7,0,0,0
S01012320,276,276,248,45,123,80,28,22,5,1,0,0
S01012321,339,339,288,128,66,94,51,46,5,0,0,0
S01012322,453,453,438,245,109,84,15,9,4,2,0,0
S01012323,403,403,378,267,69,42,24,14,10,0,1,0
S01012324,365,365,357,176,123,58,8,5,3,0,0,0
S01012325,301,301,270,142,83,45,31,31,0,0,0,0
S01012326,310,310,154,25,31,98,156,131,15,10,0,0
S01012327,366,366,329,82,143,104,37,27,3,7,0,0
S01012328,293,293,283,73,132,78,10,10,0,0,0,0
S01012329,381,381,366,172,105,89,15,10,4,1,0,0
S01012330,280,280,247,112,93,42,33,31,1,1,0,0
S01012331,265,265,253,166,73,14,12,9,2,1,0,0
S01012332,435,435,424,222,90,112,11,7,4,0,0,0
S01012333,452,452,418,220,93,105,11,7,4,0,23,0
S01012334,365,365,264,35,179,50,101,98,1,2,0,0
S01012335,414,414,398,46,214,138,16,15,0,1,0,0
S01012336,275,275,268,11,207,50,7,7,0,0,0,0
S01012337,453,453,213,18,125,70,240,238,0,2,0,0
S01012338,384,384,187,56,71,60,197,176,13,8,0,0
S01012339,366,366,105,31,37,37,261,207,21,33,0,0
S01012340,477,477,377,150,135,92,100,91,8,1,0,0
S01012341,404,404,395,277,82,36,9,4,3,2,0,0
S01012342,403,403,395,208,132,55,7,7,0,0,1,0
S01012343,448,448,437,220,115,102,10,9,1,0,1,0
S01012344,296,296,206,43,90,73,90,77,12,1,0,0
S01012345,321,321,291,59,175,57,30,28,1,1,0,0
S01012346,361,361,342,190,79,73,18,8,7,3,1,0
S01012347,364,364,337,101,148,88,27,25,2,0,0,0
S01012348,325,325,281,135,104,42,44,40,3,1,0,0
S01012349,402,402,340,17,199,124,62,60,2,0,0,0
S01012350,337,337,243,116,91,36,94,91,1,2,0,0
S01012351,373,373,267,21,113,133,106,99,6,1,0,0
S01012352,350,350,184,93,72,19,166,149,11,6,0,0
S01012353,453,453,145,47,27,71,308,258,26,24,0,0
S01012354,385,385,345,71,145,129,40,29,8,3,0,0
S01012355,377,377,362,296,59,7,11,8,3,0,4,0
S01012356,320,320,289,93,136,60,31,19,12,0,0,0
S01012357,355,355,342,261,67,14,13,4,8,1,0,0
S01012358,343,343,319,213,79,27,22,16,6,0,2,0
S01012359,367,367,291,11,193,87,76,75,1,0,0,0
S01012360,324,324,239,17,132,90,85,84,1,0,0,0
S01012361,275,275,240,17,172,51,35,35,0,0,0,0
S01012362,306,306,288,20,191,77,18,17,1,0,0,0
S01012363,575,575,155,20,42,93,420,364,27,29,0,0
S01012364,375,375,100,21,42,37,275,249,24,2,0,0
S01012365,443,443,288,51,108,129,155,143,12,0,0,0
S01012366,513,513,142,16,32,94,371,335,13,23,0,0
S01012367,420,420,315,125,118,72,105,100,4,1,0,0
S01012368,261,261,213,137,55,21,48,29,19,0,0,0
S01012369,375,375,281,110,96,75,94,78,5,11,0,0
S01012370,516,516,149,87,24,38,367,354,11,2,0,0
S01012371,486,486,148,24,31,93,338,309,21,8,0,0
S01012372,450,450,81,17,22,42,369,348,14,7,0,0
S01012373,479,479,270,105,90,75,209,177,32,0,0,0
S01012374,402,402,254,38,76,140,148,146,2,0,0,0
S01012375,429,429,271,30,111,130,158,153,4,1,0,0
S01012376,407,407,391,263,98,30,15,7,6,2,1,0
S01012377,324,324,307,194,69,44,17,16,1,0,0,0
S01012378,250,250,227,157,53,17,22,15,6,1,1,0
S01012379,227,227,213,150,48,15,13,10,3,0,1,0
S01012380,423,423,264,42,63,159,159,149,10,0,0,0
S01012381,456,452,255,54,76,125,197,143,25,29,0,4
S01012382,437,437,378,131,171,76,59,44,12,3,0,0
S01012383,424,424,256,80,113,63,168,156,12,0,0,0
S01012384,267,267,170,58,59,53,97,84,12,1,0,0
S01012385,332,332,199,100,59,40,133,112,20,1,0,0
S01012386,440,440,352,54,74,224,88,79,8,1,0,0
S01012387,407,407,399,332,61,6,8,3,5,0,0,0
S01012388,306,306,303,257,43,3,2,2,0,0,1,0
S01012389,339,339,336,253,73,10,3,0,3,0,0,0
S01012390,307,307,302,238,55,9,5,2,2,1,0,0
S01012391,412,412,396,309,78,9,15,12,3,0,1,0
S01012392,327,327,264,141,112,11,63,57,6,0,0,0
S01012393,377,377,368,155,192,21,9,6,2,1,0,0
S01012394,276,276,266,82,51,133,9,6,3,0,1,0
S01012395,279,279,217,75,107,35,62,56,6,0,0,0
S01012396,312,312,227,45,137,45,84,53,20,11,1,0
S01012397,418,418,342,185,97,60,76,60,14,2,0,0
S01012398,432,424,235,61,116,58,189,138,36,15,0,8
S01012399,287,287,263,21,130,112,22,20,1,1,2,0
S01012400,274,267,170,47,93,30,97,64,23,10,0,7
S01012401,408,408,276,63,196,17,106,88,18,0,26,0
S01012402,184,184,183,158,23,2,1,1,0,0,0,0
S01012403,437,437,431,319,105,7,5,2,3,0,1,0
S01012404,448,444,372,175,156,41,72,53,15,4,0,4
S01012405,274,274,265,242,23,0,7,1,4,2,2,0
S01012406,260,260,258,202,46,10,2,2,0,0,0,0
S01012407,335,335,327,211,105,11,7,5,2,0,1,0
S01012408,250,250,248,227,19,2,2,1,1,0,0,0
S01012409,311,311,287,235,48,4,24,8,16,0,0,0
S01012410,420,420,415,283,101,31,5,3,2,0,0,0
S01012411,410,410,399,230,120,49,11,7,3,1,0,0
S01012412,281,281,272,208,58,6,9,8,0,1,0,0
S01012413,419,419,407,325,74,8,11,8,1,2,1,0
S01012414,341,341,336,204,109,23,4,4,0,0,1,0
S01012415,203,203,201,139,56,6,2,1,0,1,0,0
S01012416,216,216,212,162,43,7,4,3,1,0,0,0
S01012417,299,299,267,120,67,80,32,30,1,1,0,0
S01012418,343,343,336,188,91,57,6,6,0,0,1,0
S01012419,313,313,292,187,77,28,11,9,1,1,10,0
S01012420,362,362,321,81,98,142,40,36,3,1,1,0
S01012421,325,325,284,119,102,63,39,36,2,1,2,0
S01012422,402,402,376,189,95,92,26,18,8,0,0,0
S01012423,346,346,315,140,82,93,31,28,0,3,0,0
S01012424,414,414,364,89,107,168,50,50,0,0,0,0
S01012425,307,307,165,12,48,105,142,141,0,1,0,0
S01012426,237,237,166,6,56,104,71,70,0,1,0,0
S01012427,300,300,222,12,22,188,78,78,0,0,0,0
S01012428,286,286,280,81,31,168,6,4,2,0,0,0
S01012429,286,286,244,39,89,116,42,39,3,0,0,0
S01012430,277,277,219,44,36,139,57,37,6,14,1,0
S01012431,432,432,293,40,81,172,139,89,32,18,0,0
S01012432,352,352,258,129,81,48,93,87,5,1,1,0
S01012433,265,265,164,16,26,122,99,88,2,9,2,0
S01012434,334,334,127,31,54,42,207,203,4,0,0,0
S01012435,311,311,188,15,36,137,123,105,6,12,0,0
S01012436,345,345,245,27,86,132,100,96,1,3,0,0
S01012437,336,336,258,38,149,71,78,76,2,0,0,0
S01012438,260,260,252,93,74,85,8,8,0,0,0,0
S01012439,355,355,240,85,82,73,115,98,10,7,0,0
S01012440,221,221,199,140,29,30,22,19,1,2,0,0
S01012441,387,387,364,182,99,83,23,22,0,1,0,0
S01012442,423,423,397,210,128,59,26,26,0,0,0,0
S01012443,313,313,304,153,98,53,9,3,5,1,0,0
S01012444,292,292,275,233,35,7,17,14,3,0,0,0
S01012445,183,183,179,152,19,8,4,3,1,0,0,0
S01012446,252,252,170,51,72,47,82,82,0,0,0,0
S01012447,354,354,331,224,94,13,23,23,0,0,0,0
S01012448,361,361,345,270,38,37,15,10,3,2,1,0
S01012449,252,252,228,51,93,84,24,17,5,2,0,0
S01012450,322,322,303,180,81,42,16,15,0,1,3,0
S01012451,397,397,365,342,13,10,32,28,3,1,0,0
S01012452,301,301,297,138,155,4,4,4,0,0,0,0
S01012453,322,322,316,290,23,3,6,2,4,0,0,0
S01012454,301,301,300,242,54,4,1,1,0,0,0,0
S01012455,246,246,240,221,7,12,6,3,3,0,0,0
S01012456,300,300,295,284,8,3,5,3,2,0,0,0
S01012457,380,380,377,362,13,2,3,3,0,0,0,0
S01012458,330,330,316,270,31,15,14,4,8,2,0,0
S01012459,271,271,269,171,73,25,2,2,0,0,0,0
S01012460,242,242,240,211,21,8,2,2,0,0,0,0
S01012461,250,250,196,44,34,118,54,54,0,0,0,0
S01012462,386,386,298,14,83,201,88,88,0,0,0,0
S01012463,256,256,210,20,37,153,46,45,1,0,0,0
S01012464,255,255,214,15,19,180,41,40,1,0,0,0
S01012465,286,286,281,18,30,233,5,5,0,0,0,0
S01012466,349,347,276,86,176,14,70,54,16,0,1,2
S01012467,307,307,294,44,117,133,13,13,0,0,0,0
S01012468,316,316,307,31,158,118,9,3,6,0,0,0
S01012469,333,333,285,113,155,17,48,30,18,0,0,0
S01012470,492,492,363,125,93,145,129,125,4,0,0,0
S01012471,352,352,321,258,48,15,31,24,7,0,0,0
S01012472,317,317,315,218,92,5,2,1,0,1,0,0
S01012473,218,218,214,178,29,7,4,4,0,0,0,0
S01012474,371,371,269,117,123,29,102,95,7,0,0,0
S01012475,300,300,246,182,34,30,54,54,0,0,0,0
S01012476,422,422,413,55,154,204,9,9,0,0,0,0
S01012477,283,283,280,104,170,6,3,3,0,0,0,0
S01012478,368,368,362,19,184,159,6,6,0,0,0,0
S01012479,261,261,259,115,135,9,2,2,0,0,0,0
S01012480,339,339,25,8,10,7,314,308,2,4,0,0
S01012481,419,417,118,24,35,59,299,185,81,33,0,2
S01012482,439,434,130,18,39,73,304,227,62,15,0,5
S01012483,570,566,92,27,57,8,474,420,16,38,0,4
S01012484,366,366,196,35,79,82,170,98,72,0,0,0
S01012485,384,384,243,100,112,31,141,70,71,0,0,0
S01012486,268,268,172,105,54,13,96,71,25,0,0,0
S01012487,306,306,111,6,50,55,195,179,15,1,0,0
S01012488,483,483,312,22,91,199,171,169,2,0,0,0
S01012489,553,553,74,13,23,38,479,465,7,7,0,0
S01012490,606,602,56,9,19,28,545,509,10,26,1,4
S01012491,245,245,24,6,13,5,221,219,1,1,0,0
S01012492,490,486,51,10,19,22,435,423,8,4,0,4
S01012493,409,409,136,27,80,29,272,271,1,0,1,0
S01012494,383,383,370,3,170,197,13,13,0,0,0,0
S01012495,496,492,365,8,204,153,127,125,1,1,0,4
S01012496,314,314,305,37,186,82,9,9,0,0,0,0
S01012497,231,231,165,6,98,61,66,64,0,2,0,0
S01012498,343,343,247,16,170,61,96,96,0,0,0,0
S01012499,277,275,255,14,167,74,20,20,0,0,0,2
S01012500,217,217,120,8,47,65,97,96,1,0,0,0
S01012501,260,260,48,4,27,17,212,212,0,0,0,0
S01012502,360,360,112,12,75,25,248,247,1,0,0,0
S01012503,308,308,156,6,78,72,152,149,1,2,0,0
S01012504,282,282,179,30,94,55,103,100,2,1,0,0
S01012505,515,515,211,20,144,47,304,299,5,0,0,0
S01012506,241,241,168,78,56,34,73,63,5,5,0,0
S01012507,482,482,197,21,116,60,285,277,6,2,0,0
S01012508,399,399,233,46,142,45,166,165,1,0,0,0
S01012509,256,256,193,24,107,62,63,62,1,0,0,0
S01012510,381,381,303,28,227,48,78,78,0,0,0,0
S01012511,316,316,208,12,106,90,108,106,2,0,0,0
S01012512,286,286,171,64,99,8,115,115,0,0,0,0
S01012513,234,234,221,105,67,49,13,13,0,0,0,0
S01012514,392,392,363,88,211,64,29,28,0,1,0,0
S01012515,319,319,221,25,77,119,98,95,1,2,0,0
S01012516,301,301,273,47,166,60,28,24,1,3,0,0
S01012517,410,410,179,67,94,18,231,230,1,0,0,0
S01012518,277,277,209,53,85,71,68,48,16,4,0,0
S01012519,279,279,205,51,66,88,74,63,5,6,0,0
S01012520,345,345,236,63,123,50,109,66,43,0,0,0
S01012521,270,270,173,38,93,42,97,82,5,10,0,0
S01012522,360,360,319,148,141,30,41,24,16,1,0,0
S01012523,385,383,359,105,166,88,23,18,4,1,1,2
S01012524,467,467,356,100,224,32,111,100,11,0,0,0
S01012525,341,341,316,82,159,75,25,22,3,0,0,0
S01012526,334,334,309,161,137,11,25,24,1,0,0,0
S01012527,285,285,261,103,144,14,24,23,0,1,0,0
S01012528,337,337,290,15,160,115,47,46,1,0,0,0
S01012529,342,342,276,75,94,107,66,65,1,0,0,0
S01012530,400,400,381,148,193,40,19,18,0,1,0,0
S01012531,332,332,288,139,94,55,44,34,9,1,0,0
S01012532,348,348,319,105,90,124,29,26,3,0,0,0
S01012533,274,274,140,29,15,96,134,131,3,0,0,0
S01012534,288,288,158,36,64,58,130,125,4,1,0,0
S01012535,361,361,198,40,119,39,163,163,0,0,0,0
S01012536,312,312,278,76,136,66,34,34,0,0,0,0
S01012537,334,334,319,32,121,166,15,13,1,1,0,0
S01012538,476,476,335,107,101,127,120,113,5,2,21,0
S01012539,315,315,273,80,91,102,36,35,0,1,6,0
S01012540,299,299,250,23,140,87,49,47,2,0,0,0
S01012541,442,442,366,175,101,90,75,74,1,0,1,0
S01012542,380,380,362,133,105,124,18,18,0,0,0,0
S01012543,276,276,263,129,42,92,11,6,5,0,2,0
S01012544,341,341,319,145,74,100,21,18,2,1,1,0
S01012545,214,214,172,28,50,94,42,40,2,0,0,0
S01012546,322,322,308,95,32,181,14,14,0,0,0,0
S01012547,312,312,305,186,66,53,7,5,1,1,0,0
S01012548,394,394,369,197,108,64,25,19,6,0,0,0
S01012549,251,251,153,11,77,65,98,98,0,0,0,0
S01012550,345,345,253,53,140,60,92,89,1,2,0,0
S01012551,319,319,314,109,202,3,5,5,0,0,0,0
S01012552,352,352,341,247,82,12,11,11,0,0,0,0
S01012553,347,347,329,128,164,37,18,18,0,0,0,0
S01012554,190,190,187,47,105,35,3,3,0,0,0,0
S01012555,211,211,207,63,142,2,4,4,0,0,0,0
S01012556,221,221,212,151,57,4,9,7,1,1,0,0
S01012557,249,249,233,153,61,19,16,6,9,1,0,0
S01012558,279,279,208,17,82,109,71,69,1,1,0,0
S01012559,457,457,169,10,54,105,288,282,4,2,0,0
S01012560,264,264,219,53,52,114,45,45,0,0,0,0
S01012561,365,365,255,72,88,95,110,108,1,1,0,0
S01012562,434,434,146,27,46,73,288,286,2,0,0,0
S01012563,271,271,263,204,54,5,8,8,0,0,0,0
S01012564,373,373,329,121,195,13,44,29,15,0,0,0
S01012565,379,379,240,53,146,41,138,105,31,2,1,0
S01012566,445,445,101,30,39,32,344,267,35,42,0,0
S01012567,557,557,100,32,45,23,457,422,35,0,0,0
S01012568,281,281,203,37,146,20,78,43,35,0,0,0
S01012569,315,315,263,171,85,7,52,21,31,0,0,0
S01012570,197,197,181,106,34,41,13,12,1,0,3,0
S01012571,362,362,312,142,82,88,48,46,0,2,2,0
S01012572,224,224,208,110,65,33,16,11,2,3,0,0
S01012573,325,325,319,244,68,7,6,3,3,0,0,0
S01012574,359,359,326,244,64,18,33,32,1,0,0,0
S01012575,289,289,271,191,37,43,17,13,3,1,1,0
S01012576,370,370,268,166,60,42,102,60,18,24,0,0
S01012577,336,336,317,141,68,108,18,17,1,0,1,0
S01012578,463,463,372,207,105,60,91,78,2,11,0,0
S01012579,287,287,261,152,62,47,25,25,0,0,1,0
S01012580,325,325,318,208,58,52,7,2,3,2,0,0
S01012581,331,331,254,59,142,53,77,72,2,3,0,0
S01012582,365,365,352,213,115,24,13,13,0,0,0,0
S01012583,326,326,280,67,89,124,46,43,3,0,0,0
S01012584,331,331,305,135,93,77,23,23,0,0,3,0
S01012585,404,404,279,34,103,142,125,119,5,1,0,0
S01012586,313,313,298,132,67,99,15,8,5,2,0,0
S01012587,327,327,324,234,67,23,3,3,0,0,0,0
S01012588,256,256,253,136,48,69,3,3,0,0,0,0
S01012589,284,284,273,43,30,200,10,10,0,0,1,0
S01012590,371,371,284,55,95,134,87,82,1,4,0,0
S01012591,385,385,264,18,134,112,121,120,1,0,0,0
S01012592,215,215,208,172,27,9,7,1,3,3,0,0
S01012593,333,333,303,197,87,19,30,30,0,0,0,0
S01012594,212,212,172,56,101,15,40,38,1,1,0,0
S01012595,288,288,246,62,75,109,42,41,1,0,0,0
S01012596,347,347,245,47,122,76,102,101,1,0,0,0
S01012597,177,177,157,81,48,28,20,20,0,0,0,0
S01012598,302,302,238,126,96,16,64,64,0,0,0,0
S01012599,330,330,225,139,61,25,105,95,7,3,0,0
S01012600,308,306,278,100,162,16,28,27,1,0,0,2
S01012601,357,357,307,172,129,6,50,50,0,0,0,0
S01012602,329,329,134,32,83,19,195,174,3,18,0,0
S01012603,337,337,208,45,119,44,128,128,0,0,1,0
S01012604,275,275,272,55,25,192,3,3,0,0,0,0
S01012605,240,240,235,75,61,99,5,5,0,0,0,0
S01012606,249,249,246,202,43,1,3,2,1,0,0,0
S01012607,312,312,285,114,88,83,27,26,1,0,0,0
S01012608,358,358,352,81,98,173,6,5,0,1,0,0
S01012609,383,383,342,27,49,266,40,40,0,0,1,0
S01012610,425,425,214,47,86,81,211,210,0,1,0,0
S01012611,352,352,331,169,71,91,21,21,0,0,0,0
S01012612,294,294,277,79,110,88,17,17,0,0,0,0
S01012613,287,287,272,93,47,132,15,14,1,0,0,0
S01012614,455,455,339,134,157,48,116,93,9,14,0,0
S01012615,306,306,255,168,39,48,51,45,3,3,0,0
S01012616,384,384,351,213,62,76,32,30,1,1,1,0
S01012617,151,151,147,104,39,4,4,2,2,0,0,0
S01012618,209,209,191,101,34,56,17,16,0,1,1,0
S01012619,295,295,156,44,81,31,139,119,16,4,0,0
S01012620,325,325,277,215,48,14,48,34,13,1,0,0
S01012621,277,277,231,132,59,40,45,37,8,0,1,0
S01012622,341,341,304,87,103,114,36,33,2,1,1,0
S01012623,320,320,180,20,96,64,140,135,4,1,0,0
S01012624,334,334,243,10,63,170,91,75,4,12,0,0
S01012625,263,263,203,10,61,132,60,59,1,0,0,0
S01012626,216,216,202,104,67,31,14,13,1,0,0,0
S01012627,241,241,120,43,52,25,121,109,11,1,0,0
S01012628,334,334,303,252,32,19,31,19,9,3,0,0
S01012629,197,197,162,108,43,11,35,25,8,2,0,0
S01012630,508,508,197,93,46,58,311,253,21,37,0,0
S01012631,423,423,241,86,89,66,181,177,4,0,1,0
S01012632,304,304,294,215,53,26,10,8,2,0,0,0
S01012633,283,283,252,177,27,48,29,27,0,2,2,0
S01012634,339,339,204,55,65,84,91,88,3,0,44,0
S01012635,430,430,379,228,66,85,51,47,3,1,0,0
S01012636,250,250,244,136,64,44,5,4,0,1,1,0
S01012637,365,365,161,27,124,10,204,202,1,1,0,0
S01012638,406,406,317,102,90,125,89,79,8,2,0,0
S01012639,360,360,325,61,166,98,35,34,0,1,0,0
S01012640,439,439,365,60,180,125,74,72,2,0,0,0
S01012641,484,474,305,126,94,85,168,164,2,2,1,10
S01012642,380,380,239,13,49,177,141,139,1,1,0,0
S01012643,199,199,188,13,52,123,11,8,1,2,0,0
