table_2025-11-20_14-28-03
SuperWEB2(tm),,,,,,,,,,,
,,,,,,,,,,,
housedhold2022ReadOnly,,,,,,,,,,,
Scotland's Census 2022 - National Records of Scotland Table UV402 - Accommodation type - Households All occupied households,,,,,,,,,,,
Intermediate Zone - Data Zone 2011 by Type of accomodation,,,,,,,,,,,
Counting: Households,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
Default Summation,Households,,,,,,,,,,
Percentage: Row,,,,,,,,,,,
,,,,,,,,,,,
Type of accomodation,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure,
Intermediate Zone - Data Zone 2011,,,,,,,,,,,
S01012365,100,66.2921348,16.6292135,26.0674157,23.5955056,32.8089888,30.3370787,2.247191,0.2247191,0,
S01012366,100,28.5714286,6.122449,4.8979592,16.3265306,71.4285714,64.2857143,2.8571429,4.2857143,0,
S01012367,100,72.0698254,29.925187,24.9376559,17.2069825,27.680798,26.6832918,1.2468828,0.4987531,0.4987531,
S01012368,100,82.4503311,56.9536424,18.5430464,6.6225166,18.2119205,12.2516556,4.9668874,0.3311258,0,
S01012369,100,72.823219,26.3852243,24.8021108,20.5804749,27.176781,24.0105541,2.6385224,0.7915567,0,
S01012370,100,34.0163934,18.647541,6.9672131,8.4016393,65.9836066,64.1393443,1.8442623,0,0,
S01012371,100,28.1124498,3.0120482,7.8313253,16.8674699,71.8875502,66.6666667,3.2128514,2.0080321,0,
S01012372,100,20.5194805,4.1558442,4.4155844,12.4675325,78.961039,75.3246753,2.0779221,1.038961,0,
S01012373,100,59.6069869,22.0524017,20.7423581,17.0305677,40.1746725,32.5327511,7.2052402,0.2183406,0.4366812,
S01012374,100,62.75,12.25,23.25,27.75,36.75,35.5,0.75,0,0,
S01012375,100,67.6122931,9.4562648,27.4231678,30.7328605,32.3877069,31.9148936,0,0.4728132,0,
S01012376,100,96.7667436,67.4364896,21.47806,8.0831409,2.5404157,1.6166282,0.9237875,0,0.4618938,
S01012377,100,97.2696246,69.9658703,18.4300341,8.8737201,3.4129693,2.7303754,0.3412969,0.3412969,0.6825939,
S01012378,100,93.3098592,68.6619718,17.9577465,4.9295775,6.6901408,4.2253521,2.8169014,0,1.4084507,
S01012379,100,96.4,67.6,23.2,4,3.6,2.4,0,0.4,0,
S01012380,100,62.9107981,10.0938967,15.7276995,37.0892019,37.0892019,35.4460094,1.6431925,0,0,
S01012381,100,57.5221239,12.8318584,15.7079646,28.9823009,43.3628319,33.6283186,5.0884956,4.4247788,0,
S01012382,100,87.8440367,30.733945,39.4495413,17.6605505,12.1559633,8.9449541,3.2110092,0,0,
S01012383,100,59.6618357,17.3913043,26.5700483,15.7004831,40.3381643,36.9565217,3.6231884,0.2415459,0,
S01012384,100,62.9496403,24.1007194,20.1438849,20.5035971,37.0503597,32.7338129,4.3165468,0,0,
S01012385,100,63.2047478,29.3768546,22.8486647,11.2759644,36.2017804,29.9703264,5.9347181,0.2967359,0,
S01012386,100,76.4705882,10.3529412,17.6470588,48.4705882,23.5294118,21.8823529,1.4117647,0.2352941,0,
S01012387,100,98.4962406,82.9573935,14.7869674,1.2531328,1.5037594,1.0025063,0,0,0,
S01012388,100,99.132948,84.9710983,12.716763,0.2890173,0.867052,0.867052,0,0,0,
S01012389,100,98.7593052,74.1935484,21.8362283,2.7295285,0.7444169,0.7444169,0,0,0,
S01012390,100,98.5549133,79.4797688,16.4739884,2.0231214,0.867052,0.5780347,0,0.2890173,0.5780347,
S01012391,100,92.3529412,72.9411765,15.2941176,3.7254902,7.6470588,7.0588235,0.5882353,0,0,
S01012392,100,87.7245509,54.1916168,33.2335329,0.2994012,12.2754491,12.2754491,0,0,0,
S01012393,100,97.3529412,41.7647059,50.2941176,5.2941176,2.6470588,1.1764706,0.2941176,0,0,
S01012394,100,94.3262411,29.787234,25.177305,39.3617021,6.0283688,6.0283688,0,0,0,
S01012395,100,76.3265306,31.4285714,33.0612245,11.8367347,24.8979592,20.8163265,2.8571429,0,0,
S01012396,100,67.0807453,13.6645963,36.6459627,16.4596273,32.9192547,24.2236025,6.5217391,2.173913,0,
S01012397,100,82.4074074,47.2222222,24.7685185,10.4166667,17.5925926,14.3518519,2.7777778,0.462963,0,
S01012398,100,57.9196217,14.1843972,29.787234,15.6028369,41.8439716,30.2600473,8.2742317,2.8368794,0,
S01012399,100,91.3580247,5.8641975,49.0740741,36.4197531,8.3333333,7.4074074,0.9259259,0,0.308642,
S01012400,100,57.827476,15.0159744,29.7124601,13.0990415,42.172524,34.8242812,5.7507987,1.5974441,0,
S01012401,100,70.8121827,17.5126904,48.9847716,3.2994924,25.8883249,23.857868,2.284264,0,4.0609137,
S01012402,100,87.9551821,52.6610644,33.0532213,2.2408964,12.0448179,11.4845938,0.5602241,0,0,
S01012403,100,100,72.4770642,25.6880734,0.6880734,1.3761468,0.4587156,0.2293578,0.2293578,0,
S01012404,100,87.5930521,40.4466501,32.2580645,14.8883375,12.4069479,7.9404467,3.7220844,0.7444169,0,
S01012405,100,95.9752322,91.6408669,6.501548,0.3095975,3.7151703,1.2383901,2.1671827,0.3095975,0.3095975,
S01012406,100,99.3079585,77.8546713,17.6470588,3.8062284,0.6920415,0.6920415,0,0,0,
S01012407,100,98.3561644,64.6575342,29.3150685,4.109589,0.5479452,0.5479452,0.5479452,0,0.8219178,
S01012408,100,98.4615385,89.6153846,6.9230769,1.9230769,0.3846154,0.7692308,0.3846154,0,0.7692308,
S01012409,100,97.2508591,81.7869416,14.4329897,2.7491409,2.0618557,1.0309278,0.6872852,0.3436426,0,
S01012410,100,96.2389381,59.7345133,29.6460177,7.5221239,1.9911504,1.7699115,0.8849558,0.4424779,0.2212389,
S01012411,100,97.972973,60.5855856,28.6036036,8.7837838,1.5765766,1.3513514,0.4504505,0.2252252,0,
S01012412,100,97.0588235,75.1633987,19.9346405,2.2875817,2.6143791,2.2875817,0.3267974,0,0,
S01012413,100,97.4770642,76.146789,18.1192661,3.2110092,2.0642202,1.3761468,0.6880734,0,0.4587156,
S01012414,100,98.255814,57.2674419,35.755814,5.8139535,1.744186,0.872093,0.2906977,0.5813953,0.2906977,
S01012415,100,98.2532751,65.9388646,31.8777293,0.4366812,1.7467249,0,0.8733624,0,0,
S01012416,100,98.6547085,76.2331839,20.1793722,3.1390135,0.896861,0.896861,0,0,0,
S01012417,100,89.8550725,42.0289855,25.3623188,21.3768116,10.1449275,9.7826087,0,0.7246377,0,
S01012418,100,98.0337079,57.3033708,27.247191,14.0449438,0,0.2808989,0.5617978,0,0.8426966,
S01012419,100,95.4692557,66.3430421,22.3300971,6.1488673,3.8834951,3.5598706,0.6472492,0,0,
S01012420,100,89.0756303,23.2492997,27.7310924,39.2156863,10.9243697,10.9243697,0,0,0,
S01012421,100,92.5465839,38.8198758,36.6459627,18.9440994,6.5217391,5.9006211,0.621118,0.310559,0,
S01012422,100,93.3660934,46.6830467,26.5356265,21.1302211,6.1425061,4.4226044,1.7199017,0,0.4914005,
S01012423,100,93.837535,44.5378151,22.1288515,27.1708683,6.162465,4.7619048,1.1204482,0,0,
S01012424,100,87.2941176,23.0588235,24.7058824,39.5294118,12.7058824,12.7058824,0,0,0,
S01012425,100,57.6086957,3.6231884,13.4057971,40.5797101,42.3913043,42.3913043,0,0,0,
S01012426,100,76.3052209,2.4096386,24.497992,48.9959839,23.6947791,22.4899598,0.8032129,0.4016064,0,
S01012427,100,77.3722628,2.5547445,10.5839416,64.2335766,22.6277372,22.6277372,0,0,0,
S01012428,100,98.943662,23.5915493,12.3239437,61.971831,1.056338,1.056338,0,0,0,
S01012429,100,87.3605948,17.472119,31.598513,38.2899628,13.0111524,11.8959108,0.7434944,0.3717472,0,
S01012430,100,74.822695,15.6028369,15.248227,43.9716312,25.177305,18.7943262,1.0638298,3.9007092,0,
S01012431,100,67.5862069,8.9655172,17.9310345,40.6896552,32.4137931,25.5172414,4.137931,3.4482759,0,
S01012432,100,73.9495798,39.7759104,21.0084034,13.1652661,26.0504202,24.929972,1.1204482,0,0,
S01012433,100,64.3109541,7.7738516,10.6007067,45.9363958,36.0424028,30.0353357,2.8268551,2.8268551,0,
S01012434,100,40.8934708,10.3092784,17.1821306,14.0893471,58.419244,57.7319588,1.3745704,0,0,
S01012435,100,63.0914826,5.0473186,12.6182965,45.4258675,36.9085174,32.807571,1.2618297,2.8391167,0,
S01012436,100,83.5616438,6.1643836,32.8767123,45.2054795,16.4383562,14.7260274,2.3972603,0.3424658,0,
S01012437,100,79.3233083,9.3984962,43.2330827,26.6917293,19.5488722,20.3007519,0,0.3759398,0,
S01012438,100,97.2392638,28.5276074,40.797546,27.3006135,3.3742331,3.3742331,0,0,0,
S01012439,100,72.5075529,28.0966767,23.5649547,20.8459215,27.1903323,25.6797583,0.9063444,0.6042296,0,
S01012440,100,77.4058577,56.9037657,13.8075314,7.9497908,20.083682,19.2468619,1.2552301,0.8368201,0,
S01012441,100,94.9197861,47.3262032,25.9358289,22.1925134,5.0802139,4.8128342,0,0.2673797,0,
S01012442,100,93.7665782,49.071618,27.5862069,16.3129973,6.4986737,5.7029178,0.530504,0,0,
S01012443,100,96.9512195,52.1341463,28.3536585,16.4634146,3.0487805,2.1341463,0.6097561,0.6097561,0,
S01012444,100,92.2879177,78.4061697,8.9974293,4.3701799,7.7120823,7.4550129,0.2570694,0,0,
S01012445,100,100,86.0215054,11.2903226,2.688172,0,0,0,0,0,
S01012446,100,70.7692308,18.8461538,30.3846154,21.5384615,29.2307692,28.4615385,0.7692308,0,0,
S01012447,100,94.084507,64.5070423,25.6338028,3.0985915,7.8873239,6.4788732,0.2816901,0,0,
S01012448,100,94.6524064,74.0641711,11.7647059,8.8235294,4.8128342,4.0106952,1.0695187,0.2673797,0.5347594,
S01012449,100,92,21.2,38,32.8,8,6.8,0.8,0.8,0,
S01012450,100,95.0819672,48.2435597,27.1662763,19.6721311,4.6838407,4.6838407,0,0,0.234192,
S01012451,100,93.0434783,83.2608696,4.1304348,5.6521739,6.9565217,6.3043478,0.4347826,0.2173913,0,
S01012452,100,99.378882,49.068323,47.826087,2.484472,0.310559,0.310559,0,0,0,
S01012453,100,98.6842105,92.1052632,5.5921053,0.9868421,1.9736842,0.3289474,0.9868421,0,0,
S01012454,100,99.3243243,82.0945946,16.2162162,1.3513514,1.6891892,1.0135135,0,1.0135135,0,
S01012455,100,98.0694981,91.1196911,2.7027027,2.3166023,1.9305019,0,1.9305019,0,0,
S01012456,100,98.3713355,95.4397394,2.9315961,0,1.6286645,1.6286645,0,0,0,
S01012457,100,98.9637306,95.0777202,3.8860104,0,1.0362694,1.0362694,0,0,0,
S01012458,100,91.8309859,80,7.0422535,3.6619718,9.2957746,8.1690141,1.6901408,0.2816901,0,
S01012459,100,98.4375,68.2291667,25,5.2083333,1.5625,1.5625,0,0,0,
S01012460,100,100,88.5714286,6.122449,4.8979592,0,0,0,0,0,
S01012461,100,81.2297735,27.8317152,12.2977346,43.0420712,19.0938511,19.0938511,0,0,0,
S01012462,100,82.0375335,4.5576408,22.2520107,55.227882,17.9624665,17.4262735,0.2680965,0,0,
S01012463,100,81.1320755,6.7924528,10.5660377,63.7735849,18.8679245,17.7358491,0,0.3773585,0,
S01012464,100,86.2903226,4.0322581,6.4516129,75.8064516,13.7096774,13.7096774,0,0,0,
S01012465,100,99.3243243,6.7567568,10.472973,82.0945946,0.6756757,0.6756757,0,0,0,
S01012466,100,81.7663818,25.6410256,49.5726496,7.6923077,17.0940171,14.2450142,2.8490028,0,0,
S01012467,100,95.508982,15.2694611,40.4191617,39.8203593,4.491018,4.491018,0,0,0,
S01012468,100,98.3974359,12.5,49.0384615,36.8589744,1.6025641,1.6025641,0,0,0,
S01012469,100,84.6846847,35.1351351,44.1441441,5.4054054,15.6156156,9.3093093,8.1081081,0,0.3003003,
S01012470,100,74.8453608,24.742268,20.8247423,29.2783505,25.1546392,25.1546392,0.6185567,0,0,
S01012471,100,91.1680912,74.3589744,13.960114,2.5641026,9.1168091,7.1225071,1.994302,0,0,
S01012472,100,99.6875,69.375,28.4375,1.875,0,0,0,0,0,
S01012473,100,98.630137,81.7351598,14.6118721,2.739726,0.913242,0.913242,0,0,0,
S01012474,100,74.5989305,32.8877005,36.8983957,4.5454545,26.2032086,23.7967914,1.0695187,0,0,
S01012475,100,82.3728814,62.3728814,10.8474576,9.1525424,17.9661017,17.9661017,0,0,0,
S01012476,100,96.9047619,12.3809524,40.7142857,44.7619048,2.6190476,2.1428571,0.4761905,0,0,
S01012477,100,98.0916031,41.221374,54.5801527,1.5267176,0.7633588,0.7633588,0,0,0,
S01012478,100,98.0722892,5.060241,53.4939759,40.4819277,1.9277108,1.686747,0,0.2409639,0,
S01012479,100,99.2395437,44.8669202,51.7110266,2.661597,0.7604563,0.7604563,0,0,0,
S01012480,100,10.2564103,2.5641026,3.525641,4.1666667,89.7435897,85.8974359,1.9230769,1.9230769,0,
S01012481,100,23.1213873,4.4315992,6.743738,12.1387283,76.4932563,56.4547206,11.7533719,8.2851638,0.1926782,
S01012482,100,32.2939866,6.4587973,7.5723831,19.1536748,67.7060134,53.4521158,11.8040089,2.4498886,0,
S01012483,100,23.0936819,6.1002179,12.6361656,4.3572985,76.6884532,71.6775599,2.3965142,3.9215686,0,
S01012484,100,49.7340426,7.9787234,19.1489362,22.606383,50.2659574,31.6489362,18.3510638,0.2659574,0,
S01012485,100,59.0792839,25.0639386,25.0639386,8.9514066,40.9207161,23.0179028,17.6470588,0.7672634,0,
S01012486,100,63.2231405,33.8842975,23.1404959,4.1322314,36.7768595,26.8595041,9.5041322,0.4132231,0,
S01012487,100,44.2307692,2.6923077,20,21.5384615,55.7692308,50.3846154,4.6153846,0.3846154,0,
S01012488,100,58.812616,4.2671614,17.4397032,37.6623377,41.187384,40.445269,0.742115,0,0,
S01012489,100,11.7082534,1.1516315,4.2226488,5.950096,87.7159309,85.9884837,1.3435701,1.1516315,0,
S01012490,100,10.0740741,3.2592593,2.8148148,4,88.7407407,85.037037,1.4814815,2.2222222,1.1851852,
S01012491,100,18.972332,2.7667984,9.8814229,2.7667984,79.4466403,77.4703557,0.7905138,1.9762846,0,
S01012492,100,7.2765073,1.039501,3.5343035,3.7422037,92.0997921,90.8523909,0,0.8316008,0,
S01012493,100,71.2765957,13.8297872,40.9574468,16.4893617,27.6595745,27.6595745,0,0,0,
S01012494,100,98.1481481,2.9100529,45.5026455,50,1.8518519,1.8518519,0,0,0,
S01012495,100,81.4977974,1.9823789,43.6123348,35.2422907,18.5022026,18.5022026,0,0,0,
S01012496,100,94.0594059,11.8811881,64.6864686,18.1518152,6.6006601,6.6006601,0,0,0,
S01012497,100,81.9047619,1.9047619,53.8095238,26.1904762,18.0952381,18.0952381,0,0,0,
S01012498,100,79.1086351,3.3426184,51.2534819,24.5125348,20.8913649,20.3342618,0.2785515,0.2785515,0,
S01012499,100,92.3954373,3.4220532,59.6958175,28.1368821,7.6045627,7.6045627,0,0,0,
S01012500,100,71.372549,3.5294118,39.2156863,28.627451,28.627451,28.627451,0,0,0,
S01012501,100,17.1428571,2.0408163,7.3469388,6.9387755,82.8571429,81.2244898,0,0.4081633,0,
S01012502,100,32.9376855,3.5608309,21.3649852,8.0118694,67.0623145,67.0623145,0,0,0,
S01012503,100,60.7017544,2.1052632,34.7368421,22.8070175,39.2982456,38.9473684,0,0.3508772,0,
S01012504,100,58.3081571,7.2507553,31.4199396,19.6374622,40.7854985,41.3897281,0,0,0,
S01012505,100,42.4951267,4.288499,28.2651072,9.7465887,57.5048733,55.9454191,1.5594542,0,0,
S01012506,100,59.6091205,27.0358306,19.8697068,12.0521173,39.7394137,36.8078176,1.6286645,0.3257329,0,
S01012507,100,47.1395881,4.1189931,28.8329519,13.2723112,52.8604119,51.4874142,1.1441648,0.228833,0,
S01012508,100,60.5080831,12.0092379,36.7205543,11.778291,39.4919169,38.1062356,0.2309469,0,0,
S01012509,100,76.0956175,7.9681275,41.4342629,26.6932271,23.9043825,23.1075697,0.7968127,0,0,
S01012510,100,84.3601896,13.0331754,58.2938389,13.0331754,15.6398104,15.6398104,0,0,0,
S01012511,100,80.0813008,5.2845528,43.902439,30.8943089,21.5447154,18.699187,1.2195122,0,0,
S01012512,100,85.0515464,31.9587629,47.9381443,5.6701031,15.9793814,15.9793814,0.5154639,0,0,
S01012513,100,94.5701357,53.3936652,31.2217195,11.3122172,5.4298643,5.4298643,0,0,0,
S01012514,100,90.5569007,23.4866828,53.5108959,13.559322,9.4430993,9.2009685,0.2421308,0,0,
S01012515,100,66.374269,7.0175439,24.2690058,35.0877193,34.502924,32.4561404,0.2923977,0.2923977,0,
S01012516,100,88.5057471,15.2298851,53.1609195,20.1149425,11.7816092,11.2068966,0.2873563,0.2873563,0,
S01012517,100,50.8982036,20.5588822,20.758483,9.5808383,49.1017964,48.1037924,0.998004,0,0,
S01012518,100,67.5276753,21.7712177,28.0442804,18.4501845,32.4723247,26.9372694,4.797048,0,0,
S01012519,100,76.4705882,20.2205882,21.3235294,34.9264706,22.4264706,19.1176471,1.8382353,0.3676471,0,
S01012520,100,69.5783133,16.5662651,37.3493976,15.3614458,30.1204819,21.0843373,9.0361446,0,0,
S01012521,100,65.1821862,15.3846154,36.437247,14.1700405,34.8178138,29.9595142,2.4291498,2.4291498,0,
S01012522,100,86.75,41,37,8.75,13.25,10.25,2.75,0,0,
S01012523,100,95.1704545,25.5681818,46.0227273,23.2954545,3.9772727,2.5568182,1.7045455,0.5681818,0,
S01012524,100,73.7991266,23.580786,43.4497817,6.768559,26.2008734,24.6724891,1.5283843,0,0,
S01012525,100,91.0179641,23.0538922,47.3053892,20.6586826,8.9820359,6.5868263,1.1976048,0.5988024,0,
S01012526,100,91.7888563,48.973607,40.7624633,2.0527859,8.2111437,7.6246334,0.5865103,0,0,
S01012527,100,88.5350318,33.7579618,53.8216561,2.2292994,10.1910828,10.1910828,0,0,0,
S01012528,100,86.9047619,2.3809524,45.2380952,39.5833333,13.0952381,13.0952381,0,0,0,
S01012529,100,80.5243446,11.2359551,27.7153558,41.5730337,19.4756554,19.1011236,0.3745318,0,0,
S01012530,100,95.7286432,34.9246231,49.7487437,11.3065327,4.2713568,4.0201005,0,0.2512563,0,
S01012531,100,89.5454545,45,27.2727273,17.2727273,10,7.9545455,2.7272727,0,0,
S01012532,100,90.2714932,42.760181,19.9095023,28.5067873,9.7285068,7.6923077,1.8099548,0,0,
S01012533,100,50.9881423,12.2529644,3.5573123,35.5731225,49.0118577,47.826087,1.1857708,0,0,
S01012534,100,62.9757785,15.916955,24.9134948,22.1453287,37.0242215,37.0242215,0,0,0,
S01012535,100,54.5706371,12.1883657,32.4099723,9.9722992,44.598338,44.598338,0,0,0,
S01012536,100,86.7605634,26.7605634,41.971831,18.028169,12.9577465,12.9577465,0.2816901,0,0,
S01012537,100,94.3396226,9.7484277,39.9371069,43.081761,5.6603774,3.7735849,0,1.2578616,0,
S01012538,100,78.7698413,25.5952381,25.1984127,27.7777778,19.047619,19.047619,0,0,2.1825397,
S01012539,100,89.8550725,18.8405797,34.4202899,36.5942029,8.6956522,8.3333333,0,0,1.4492754,
S01012540,100,84.7682119,6.9536424,49.3377483,28.807947,14.5695364,13.5761589,0.9933775,0,0,
S01012541,100,83.1622177,37.5770021,27.3100616,18.275154,16.6324435,15.6057495,1.026694,0,0.2053388,
S01012542,100,95.2212389,50.0884956,22.4778761,22.6548673,4.9557522,4.9557522,0,0,0,
S01012543,100,96.9387755,54.7619048,17.0068027,25.170068,2.7210884,1.0204082,1.7006803,0,0.3401361,
S01012544,100,93.0167598,44.1340782,23.4636872,25.9776536,6.424581,6.1452514,0.2793296,0,0,
S01012545,100,83.5680751,14.5539906,26.7605634,44.1314554,17.370892,15.9624413,0,0,0,
S01012546,100,96.0227273,36.0795455,8.5227273,51.4204545,3.9772727,3.9772727,0,0,0,
S01012547,100,98.2935154,58.7030717,20.8191126,20.1365188,1.7064846,1.7064846,0,0,0,
S01012548,100,95.2496955,58.7088916,24.2387333,12.3020706,4.7503045,4.5066991,0.2436054,0,0,
S01012549,100,59.1928251,3.1390135,28.2511211,25.5605381,41.7040359,41.2556054,0.896861,0,0,
S01012550,100,75.1445087,13.8728324,40.1734104,21.0982659,24.2774566,23.9884393,0,0,0,
S01012551,100,100,33.1230284,65.615142,0.6309148,0.9463722,0.9463722,0,0,0,
S01012552,100,96.4102564,63.3333333,24.3589744,8.4615385,3.5897436,3.0769231,0.5128205,0.2564103,0,
S01012553,100,96.09375,41.6666667,46.09375,7.8125,3.90625,3.6458333,0,0,0,
S01012554,100,98.4293194,24.0837696,58.6387435,15.1832461,1.5706806,1.0471204,0,0.5235602,0,
S01012555,100,97.6635514,29.4392523,66.3551402,1.4018692,0.4672897,0.4672897,0,0,0,
S01012556,100,100,72.3004695,25.8215962,0.9389671,0.9389671,0.4694836,0,0.9389671,0,
S01012557,100,85.6115108,55.7553957,21.942446,8.2733813,14.3884892,11.5107914,2.5179856,0,0,
S01012558,100,77.4647887,8.8028169,32.3943662,36.6197183,22.5352113,22.5352113,0,0,0,
S01012559,100,42.7230047,5.8685446,12.4413146,23.4741784,57.2769953,57.0422535,0.2347418,0,0,
S01012560,100,84.8484848,24.2424242,20.0757576,40.530303,15.1515152,14.7727273,0.3787879,0,0,
S01012561,100,72.5274725,18.956044,26.3736264,27.1978022,27.4725275,27.4725275,0,0,0,
S01012562,100,34.4339623,5.8962264,11.5566038,16.9811321,65.5660377,65.3301887,0.2358491,0,0,
S01012563,100,95.9501558,76.635514,19.0031153,0.3115265,4.0498442,3.7383178,0,0,0,
S01012564,100,84.9315068,27.739726,54.7945205,2.0547945,15.0684932,11.6438356,4.4520548,0,0,
S01012565,100,66.3888889,16.1111111,36.1111111,13.6111111,33.6111111,28.3333333,5,0.8333333,0,
S01012566,100,25.0544662,7.6252723,7.8431373,9.5860566,74.9455338,59.6949891,7.6252723,7.6252723,0,
S01012567,100,19.0384615,5.9615385,9.8076923,3.2692308,80.9615385,75.3846154,5.3846154,0.1923077,0,
S01012568,100,79.4354839,15.7258065,54.0322581,9.6774194,21.7741935,13.7096774,7.2580645,0,0,
S01012569,100,82.8715365,55.163728,26.4483627,1.2594458,16.8765743,8.0604534,9.0680101,0,0,
S01012570,100,94.7368421,58.3732057,19.6172249,16.7464115,5.2631579,3.8277512,0.9569378,0.4784689,0,
S01012571,100,90.960452,43.5028249,24.8587571,22.5988701,9.6045198,8.1920904,0.2824859,1.1299435,0,
S01012572,100,94.1747573,52.9126214,23.3009709,17.4757282,5.8252427,4.8543689,0.9708738,0,0,
S01012573,100,96.5053763,70.1612903,21.2365591,5.1075269,3.2258065,2.1505376,0.5376344,0.2688172,0.5376344,
S01012574,100,93.1937173,70.9424084,16.7539267,5.2356021,7.591623,7.3298429,0.2617801,0,0.2617801,
S01012575,100,91.4191419,66.0066007,15.1815182,9.2409241,8.5808581,5.9405941,2.640264,0,0,
S01012576,100,75.5681818,44.3181818,18.4659091,13.3522727,24.4318182,17.6136364,3.6931818,4.8295455,0,
S01012577,100,90.7942238,43.6823105,22.2021661,24.9097473,8.4837545,8.4837545,0.5415162,0,0.1805054,
S01012578,100,76.169265,43.6525612,22.4944321,10.0222717,23.830735,20.4899777,2.0044543,1.3363029,0,
S01012579,100,92.8994083,56.2130178,19.8224852,16.8639053,7.3964497,7.3964497,0,0,0.295858,
S01012580,100,98.0337079,68.5393258,17.9775281,11.5168539,1.6853933,0.2808989,0.5617978,0,0.2808989,
S01012581,100,82.0598007,23.255814,44.8504983,13.9534884,17.6079734,16.9435216,0.6644518,0,0.6644518,
S01012582,100,92.8229665,59.0909091,27.2727273,6.6985646,4.0669856,3.5885167,0.2392344,0,3.1100478,
S01012583,100,88.1656805,21.5976331,29.2899408,37.5739645,11.5384615,10.6508876,0.295858,0.295858,0.295858,
S01012584,100,92.4157303,42.6966292,29.2134831,19.9438202,7.0224719,7.5842697,0.2808989,0.5617978,0,
S01012585,100,73.0673317,9.9750623,27.4314214,35.6608479,26.9326683,25.6857855,1.2468828,0,0,
S01012586,100,93.4169279,44.200627,20.0626959,29.153605,5.3291536,3.7617555,3.4482759,0,0.3134796,
S01012587,100,99.1202346,73.9002933,17.888563,7.3313783,0.5865103,0.5865103,0,0,0.2932551,
S01012588,100,98.8888889,57.037037,16.2962963,25.5555556,1.4814815,1.4814815,0,0,0,
S01012589,100,97.1631206,14.893617,11.3475177,69.1489362,2.8368794,3.9007092,0,0.3546099,0,
S01012590,100,76.5333333,16.5333333,26.4,35.2,24,22.6666667,0.2666667,0.8,0,
S01012591,100,74.4252874,6.6091954,35.0574713,32.7586207,24.7126437,25.2873563,0.2873563,0,0,
S01012592,100,97.8647687,69.7508897,16.7259786,10.3202847,1.0676157,1.0676157,0.3558719,0,0,
S01012593,100,90.8077994,59.3314763,26.183844,6.4066852,10.0278552,10.0278552,0,0,0,
S01012594,100,83.8709677,33.640553,42.8571429,8.2949309,14.7465438,13.3640553,0.4608295,0.921659,0,
S01012595,100,85.5633803,27.4647887,29.5774648,28.5211268,14.4366197,13.3802817,0,0.3521127,0,
S01012596,100,76.3934426,22.295082,32.1311475,21.9672131,26.2295082,24.2622951,0.3278689,0.3278689,0,
S01012597,100,87.027027,46.4864865,28.6486486,11.8918919,12.972973,12.4324324,0.5405405,0,0,
S01012598,100,81.7275748,40.5315615,35.2159468,5.9800664,18.2724252,18.2724252,0,0,0,
S01012599,100,67.9245283,40.2515723,19.1823899,8.490566,32.0754717,27.9874214,3.4591195,1.2578616,0,
S01012600,100,92.2330097,37.8640777,50.1618123,4.8543689,7.7669903,6.7961165,0.9708738,0,0,
S01012601,100,87.6963351,51.0471204,35.078534,1.5706806,12.3036649,12.3036649,0,0,0,
S01012602,100,42.4501425,11.1111111,24.2165242,6.5527066,57.8347578,53.2763533,1.1396011,4.2735043,0.2849003,
S01012603,100,66.3551402,14.953271,36.1370717,15.2647975,33.6448598,33.0218069,0.3115265,0.3115265,0,
S01012604,100,95.6989247,19.3548387,15.0537634,63.4408602,4.3010753,3.9426523,0,0.3584229,0,
S01012605,100,96.2962963,29.218107,25.1028807,43.2098765,3.7037037,3.2921811,0,0.4115226,0,
S01012606,100,98.9208633,78.4172662,15.1079137,5.3956835,1.0791367,1.0791367,0,0,0,
S01012607,100,92.4698795,39.4578313,27.1084337,25.9036145,7.5301205,7.5301205,0,0,0,
S01012608,100,97.0189702,22.4932249,29.2682927,45.2574526,2.9810298,2.7100271,0.2710027,0,0,
S01012609,100,86.9333333,8,15.4666667,62.6666667,13.8666667,13.8666667,0,0,0,
S01012610,100,52.0255864,11.5138593,21.9616205,18.5501066,48.1876333,47.5479744,0,0,0,
S01012611,100,95.5284553,51.2195122,23.5772358,20.9349593,3.8617886,4.2682927,0.203252,0.203252,0,
S01012612,100,95.6228956,29.96633,37.037037,29.96633,5.3872054,3.7037037,0.3367003,0,0,
S01012613,100,90.6137184,32.4909747,19.4945848,38.6281588,9.3862816,9.3862816,0,0,0,
S01012614,100,70.3557312,27.6679842,30.4347826,12.2529644,29.2490119,25.2964427,1.1857708,2.7667984,0.3952569,
S01012615,100,88.3190883,62.3931624,10.5413105,15.3846154,11.6809117,11.1111111,0.2849003,0,0,
S01012616,100,93.220339,59.0799031,16.2227603,18.401937,7.2639225,6.2953995,0.968523,0,0,
S01012617,100,97.7272727,63.3522727,24.4318182,9.0909091,2.2727273,2.2727273,0,0,0,
